Catalog Number;Collectors;Collector Number;Start Date;Start Date Precision;Pais;Provincia;Distrito ou Municipio;Locality Name;Latitude1;Longitude1;Collection;Determiner;Kingdom;phylum;class;order;family;genus;Full Name;Species Author;subspecies Author;variety Author
LISC036394; A.R.Torre;2066;20/11/1940;1;Mozambique;Província de Maputo;Boane;Marracuene, Umbeluzi;-26,0283327;32,3899994;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC040263;F.A.Mendonça;4146;09/05/1948;1;Mozambique;Tete;Moatize;Zóbuè, jardins do hospital da doença do Sono;-15,5951097;34,415423;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Malvales;Bixaceae;Bixa;Bixa orellana;L.;;
LISC040264;F.A.Mendonça;4146;09/05/1948;1;Mozambique;Tete;Moatize;Zóbuè, jardins do hospital da doença do Sono;-15,5951097;34,415423;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Malvales;Bixaceae;Bixa;Bixa orellana;L.;;
LISC040232;F.A.Mendonça;3267;05/12/1944;1;Mozambique;Gaza;Mandlakaze;Muchopes, Chidenguel;-24,9151539;34,1891651;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Hybanthus;Hybanthus enneaspermus var. enneaspermus;(L.) F.Muell.;;
LISC040233;F.A.Mendonça;3326;08/12/1944;1;Mozambique;Gaza;Mandlakaze;Muchopes, Chicomo.;-24,5244436;34,1938877;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Hybanthus;Hybanthus enneaspermus var. enneaspermus;(L.) F.Muell.;;
LISC040234;A.R.Torre;4300;11/06/1942;1;Mozambique;Manica;;Mossurize, entre o rio Mossurize e Massangena.;-21,078727;32,936458;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Hybanthus;Hybanthus enneaspermus var. enneaspermus;(L.) F.Muell.;;
LISC040235;A.R.Torre;36;02/1934;2;Mozambique;Niassa;Cidade de Lichinga;Metonia, Vila Cabral.;-13,3127785;35,2405567;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Afrohybanthus;Hybanthus enneaspermus var. nyassensis;(L.) F.Muell.;;(Engl.) N.Robson
LISC040236;A.R.Torre;4170;22/05/1942;1;Mozambique;Sofala;Muanza;Cheringoma, serração de Savane, Durundi.;-19,3372221;34,6975021;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040237;A.R.Torre;4170;22/05/1942;1;Mozambique;Sofala;Muanza;Cheringoma, serração de Savane, Durundi.;-19,3372221;34,6975021;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040238;F.A.Mendonça;2491;17/10/1944;1;Mozambique;Sofala;Muanza;Cheringoma, serração de Caetano Lopes, a 19 milhas do Dondo;-19,3400011;34,8622227;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040239;F.A.Mendonça;2491;17/10/1944;1;Mozambique;Sofala;Muanza;Cheringoma, serração de Caetano Lopes, a 19 milhas do Dondo;-19,3400011;34,8622227;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040240;A.R.Torre;4232;26/05/1942;1;Mozambique;Sofala;Muanza;Na serração de Durunde, Inhaminga;-19,127838;34,896311;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040241;A.R.Torre;4232;26/05/1942;1;Mozambique;Sofala;Muanza;Na serração de Durunde, Inhaminga;-19,127838;34,896311;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea holtzii;Engl.;;
LISC040242;F.A.Mendonça;1447;14/12/1942;1;Mozambique;Gaza;;Entre Caniçado e Chibuto;-24,592092;33,271905;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea arborea;(Thouars) Baill.;;
LISC040243;F.A.Mendonça;2486;17/10/1944;1;Mozambique;Sofala;Muanza;Cheringoma, a 19 milhas do Dondo, serração de Caetano Lopes.;-19,3400011;34,8622227;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea arborea;(Thouars) Baill.;;
LISC040244;F.A.Mendonça;2486;17/10/1944;1;Mozambique;Sofala;Muanza;Cheringoma, a 19 milhas do Dondo, serração de Caetano Lopes.;-19,3400011;34,8622227;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea arborea;(Thouars) Baill.;;
LISC040245;A.R.Torre;3197;27/07/1941;1;Mozambique;Manica;Manica;Manica, Macequece, cascata de Penhalonga;-18,8876176;32,7278526;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea convallarioides;(Baker f.) Eyles;;
LISC040246;A.R.Torre;3197;27/07/1941;1;Mozambique;Manica;Manica;Manica, Macequece, cascata de Penhalonga;-18,8876176;32,7278526;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea convallarioides;(Baker f.) Eyles;;
LISC040247;A.R.Torre;2396;13/12/1940;1;Mozambique;Gaza;Guijá;Guijá, entre Caniçado e o régulo Ximuzi, margens do rio Limpopo;-24,424881;32,966497;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040248;A.R.Torre;2396;13/12/1940;1;Mozambique;Gaza;Guijá;Guijá, entre Caniçado e o régulo Ximuzi, margens do rio Limpopo;-24,424881;32,966497;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040249;F.A.Mendonça;2024;10/09/1944;1;Mozambique;Sofala;Marromeu;Marromeu, Lacerdonia;-18,0211115;35,5641651;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040250;F.A.Mendonça;2356;05/10/1944;1;Mozambique;Sofala;Maringué;Chemba, Marínguè;-17,9644432;34,3905544;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040251;F.A.Mendonça;2356;05/10/1944;1;Mozambique;Sofala;Maringué;Chemba, Marínguè;-17,9644432;34,3905544;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040252;A.R.Torre;800;28/09/1935;1;Mozambique;Nampula;;Nacala, estrada de Netia a Namiálo, margens do rio Monapo;-14,896962;39,971523;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040253;A.R.Torre;s/n;;1;Mozambique;Zambézia;Mocuba;Boror, Mocuba;-16,8375006;36,9855556;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea elliptica;(Oliv.) Kuntze;;
LISC040254;J.G.Garcia;194;13/02/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, base da serra Nharo-Nharo;-19,0305548;33,7655544;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040255;J.G.Garcia;194;13/02/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, base da serra Nharo-Nharo;-19,0305548;33,7655544;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040256;A.R.Torre;3781;06/11/1941;1;Mozambique;Manica;Gondola;Chimoio, arredores da Missão de Amatongas;-19,1044436;33,813055;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040257;A.R.Torre;3782;06/11/1941;1;Mozambique;Manica;Gondola;Chimoio, arredores da Missão de Amatongas;-19,1044436;33,813055;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040258;A.R.Torre;6288;10/12/1943;1;Mozambique;Manica;Gondola;Chimoio, floresta de Amatongas;-19,1686106;33,7602806;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040259;A.R.Torre;6288;10/12/1943;1;Mozambique;Manica;Gondola;Chimoio, floresta de Amatongas;-19,1686106;33,7602806;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea gazensis;(Baker f.) M.Brandt;;
LISC040260;A.R.Torre;6290;10/12/1943;1;Mozambique;Manica;Manica;Chimoio, serra de Garuso;-18,9450006;33,1511078;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea ilicifolia;(Welw. ex Oliv.) Kuntze;;
LISC040261;A.R.Torre;6290;10/12/1943;1;Mozambique;Manica;Manica;Chimoio, serra de Garuso;-18,9450006;33,1511078;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Rinorea;Rinorea ilicifolia;(Welw. ex Oliv.) Kuntze;;
LISC040262;F.A.Mendonça;4472;09/06/1948;1;Mozambique;Manica;Manica;Manica, Macequece, cascata da Penha Longa;-18,8876176;32,7278526;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;Viola abyssinica;Steud. ex Oliv.;;
LISC040265;F.A.Mendonça;2399;09/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongosa, Nhamúo;-18,495404;34,013827;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040266;F.A.Mendonça;2399;09/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongosa, Nhamúo;-18,495404;34,013827;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040267;A.R.Torre;6104;31/10/1943;1;Mozambique;Manica;Báruè;Báruè, Vila Gouveia, Serra de Chôa;-18,0161104;33,1202793;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040268;F.A.Mendonça;2156;20/09/1944;1;Mozambique;Zambézia;Gúruè;Gúruè, no cimo da Serra do Gúruè, Marrequelo.;-15,374166;37,040556;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040269;A.R.Torre;3563;01/10/1941;1;Mozambique;Zambézia;Gúruè;Gúruè, montes Gúruè;-15,374166;37,040556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040270;A.R.Torre;3563;01/10/1941;1;Mozambique;Zambézia;Gúruè;Gúruè, montes Gúruè;-15,374166;37,040556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040271;A.R.Torre;4604;13/10/1942;1;Mozambique;Zambézia;Milange;Milange.;-16,102627;35,7700404;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040272;F.A.Mendonça;1392;12/11/1942;1;Mozambique;Zambézia;Milange;Milange, Serra de Tumbine;-16,0813198;35,809166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040273;F.A.Mendonça;1392;12/11/1942;1;Mozambique;Zambézia;Milange;Milange, Serra de Tumbine;-16,0813198;35,809166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040274;F.A.Mendonça;2663;26/10/1944;1;Mozambique;Manica;Sussundenga;Manica, monte Xirôso;-19,4833336;32,8503858;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040275;F.A.Mendonça;2650;26/10/1944;1;Mozambique;Manica;Sussundenga;Manica, caminho do monte Xirôso;-19,514643;32,972396;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040276;F.A.Mendonça;284;17/09/1942;1;Mozambique;Manica;Báruè;Báruè, Vila Gouveia, Serra de Chôa;-18,0161104;33,1202793;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040277;F.A.Mendonça;284;17/09/1942;1;Mozambique;Manica;Báruè;Báruè, Serra de Chôa;-18,0161104;33,1202793;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040278;A.R.Torre;5841;06/09/1943;1;Mozambique;Manica;Báruè;Báruè, Vila Gouveia, Serra de Chôa;-18,0161104;33,1202793;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Aphloiaceae;Aphloia;Aphloia theiformis;(Vahl) Benn.;;
LISC040279;F.A.Mendonça;3791;19/11/1948;1;Mozambique;Manica;Sussundenga;Manica, Mavita, entre a serração de Moribane e Matarara do Lucite;-19,976289;33,573469;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Bivinia;Bivinia jalbertii;Tul.;;
LISC040280;A.R.Torre;3608;06/10/1951;1;Mozambique;Zambézia;;Entre Mocuba e Nicuadala;-17,226287;36,905198;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Achariaceae;Buchnerodendron;Buchnerodendron lasiocalyx;(Oliv.) Gilg;;
LISC040281;F.A.Mendonça;965;19/10/1942;1;Mozambique;C.Delgado;Nangade;Macondes, entre Mueda e Nangade.;-11,374629;39,745398;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Achariaceae;Buchnerodendron;Buchnerodendron lasiocalyx;(Oliv.) Gilg;;
LISC040282;F.A.Mendonça;1101;27/10/1942;1;Mozambique;C.Delgado;Mecúfi;Lúrio, Muchorra;-13,075856;40,528273;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Achariaceae;Buchnerodendron;Buchnerodendron lasiocalyx;(Oliv.) Gilg;;
LISC040283;F.A.Mendonça;1101;27/10/1942;1;Mozambique;C.Delgado;Mecúfi;Lúrio, Muchorra;-13,075856;40,528273;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Achariaceae;Buchnerodendron;Buchnerodendron lasiocalyx;(Oliv.) Gilg;;
LISC040284;A.R.Torre;3857;20/11/1941;1;Mozambique;Inhambane;Inharrime;Inharrime, entre Inhambane e Inharrime;-24,381378;35,185639;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040285;A.R.Torre;3844;17/11/1941;1;Mozambique;Inhambane;Massinga;Entre Rio-das-Pedras e Massinga;-23,262066;35,382483;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040286;F.A.Mendonça;3251;04/12/1944;1;Mozambique;Gaza;Chibuto;Chibuto, Alto-Changane.;-24,308054;33,6299992;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040287;F.A.Mendonça;3570;28/11/1947;1;Mozambique;Província de Maputo;Matutuíne;Maputo, região de Salamanga;-26,566399;32,825199;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040288;F.A.Mendonça;2023;10/09/1944;1;Mozambique;Sofala;Cheringoma;Cheringoma, próx. da floresta de Inhamitanga, estrada para Chupanga.;-18,217228;35,30762;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040289;F.A.Mendonça;2466;14/10/1944;1;Mozambique;Sofala;Dondo;Cheringoma, Dondo, ao km 2.;-19,595267;34,740245;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040290;F.A.Mendonça;2466;14/10/1944;1;Mozambique;Sofala;Dondo;Cheringoma, Dondo, ao km 2.;-19,595267;34,740245;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040291;F.A.Mendonça;2048;13/09/1944;1;Mozambique;Zambézia;Nicoadala;Nhamacurra, prox. do rio Moamede.;-17,53614;36,446547;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia gladiiformis;Mast.;;
LISC040292;A.R.Torre;2269;09/12/1940;1;Mozambique;Gaza;Bilene-Macia;Bilene, entre Macia e V. J. Belo;-24,988275;33,185332;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia junodii;Schinz;;
LISC040293;A.R.Torre;2269;09/12/1940;1;Mozambique;Gaza;Bilene-Macia;Bilene, entre Macia e V. J. Belo;-24,988275;33,185332;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Casearia;Casearia junodii;Schinz;;
LISC040294;A.R.Torre;7124;12/01/1948;1;Mozambique;Província de Maputo;Namaacha;Montes de Namaacha, junto à estrada.;-25,969478;32,109667;Herbário;M.C.Duarte;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis caffra;(Hook.f. & Harv.) Hook.f.;;
LISC040295;F.A.Mendonça;3551;27/11/1947;1;Mozambique;Província de Maputo;Matutuíne;Maputo, floresta de Magala.;-26,566399;32,825199;Herbário;J.Paiva;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis longispina;(Harv.) Warb.;;
LISC040296;F.A.Mendonça;4488;07/1948;2;Mozambique;Província de Maputo;Matutuíne;Maputo, Florestas de Magala;-26,566399;32,825199;Herbário;J.Paiva;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis longispina;(Harv.) Warb.;;
LISC040297; F.A.Mendonça;2370;05/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongoza, Vunduzi;-18,479569;34,213402;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040298;F.A.Mendonça;2370;05/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongoza, Vunduzi;-18,479569;34,213402;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040299;F.A.Mendonça ;187;09/09/1942;1;Mozambique;Sofala;Muanza;Cheringoma, Derundi;-19,127838;34,896311;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040300;F.A.Mendonça;187;09/09/1942;1;Mozambique;Sofala;Muanza;Cheringoma, Derundi;-19,127838;34,896311;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040301;A.R.Torre;4206;26/05/1942;1;Mozambique;Sofala;Muanza;Cheringoma, serração Derunde;-19,127838;34,896311;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040302;F.A.Mendonça;2369;05/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongoza, Vunduzi;-18,479569;34,213402;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040303;F.A.Mendonça;2369;05/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongoza, Vunduzi;-18,479569;34,213402;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040304;F.A.Mendonça;2684;30/10/1944;1;Mozambique;Manica;Mossurize;Entre Espungabera e Macuiana;-20,430022;32,813777;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040305;F.A.Mendonça;2684;30/10/1944;1;Mozambique;Manica;Mossurize;Mussorize, Espungabera, estrada para Macuiana;-20,430022;32,813777;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040306;A.R.Torre;4580;12/10/1942;1;Mozambique;Zambézia;Milange;Milange, encostas dos Montes;-16,0813198;35,809166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040307;A.R.Torre;4580;12/10/1942;1;Mozambique;Zambézia;Milange;Milange, encosta da serra Mombine;-16,0813198;35,809166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Dovyalis;Dovyalis macrocalyx;(Oliv.) Warb.;;
LISC040308;J.G.Garcia;122;09/02/1948;1;Mozambique;Manica;Manica;Chimoio, Bandula, Chibata;-19,0958338;33,265831;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040309;J.G.Garcia;646;18/03/1948;1;Mozambique;Manica;Manica;Entre o rio Douro e a Vila de Manica;-18,957994;33,02255;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040310;J.G.Garcia;735;26/03/1948;1;Mozambique;Manica;Gondola;Chimoio, Tembe, monte Chizombero;-19,0680561;33,4899979;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040311;F.A.Mendonça;1914;31/08/1944;1;Mozambique;Inhambane;Vilankulo;Vilanculos, Mucoque;-21,983611;35,317222;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040312;A.R.Torre;2724;21/05/1941;1;Mozambique;Inhambane;Massinga;Massinga, entre Mapinhane e Funhalouro;-22,381444;34,870377;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040313;F.A.Mendonça;2504 A;16/10/1944;1;Mozambique;Sofala;Cidade da Beira;Beira, prox. do farol.;-19,843742;34,899569;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040314;F.A.Mendonça;1907;31/08/1944;1;Mozambique;Inhambane;Vilankulo;Vilanculos, no caminho da praia;-22,000001;35,316667;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040315;F.A.Mendonça;2085;15/09/1944;1;Mozambique;Zambézia;Mocuba;Mocuba, Posto Agrícola de Mocuba;-16,814708;36,994358;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040316;F.A.Mendonça;2085;15/09/1944;1;Mozambique;Zambézia;Mocuba;Boror, Posto Agrícola de Mocuba.;-16,814708;36,994358;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040317;A.R.Torre;4700;25/10/1942;1;Mozambique;Zambézia;Maganja da Costa;Maganja da Costa, entre Mocubela e Maganja.;-17,097964;37,666261;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040318;A.R.Torre;5365;23/05/1943;1;Mozambique;Zambézia;Morrumbala;Metolola.;-16,608656;35,80403;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040319;F.A.Mendonça;838-A;15/10/1942;1;Mozambique;Niassa;Maúa;Metonia, Serra de Mecopo;-13,8175001;37,2188892;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
LISC040320;F.A.Mendonça;752;11/10/1942;1;Mozambique;Niassa;Lago;Metangula, margem do Lago de Niassa;-12,6949997;34,815834;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Flacourtia;Flacourtia indica;(Burm.f.) Merr.;;
