Catalog Number;Collectors;Collector Number;Start Date;Start Date Precision;Pais;Provincia;Distrito ou Municipio;Locality Name;Latitude1;Longitude1;Collection;Determiner;Kingdom;phylum;class;order;family;genus;Full Name;Species Author;subspecies Author;variety Author
LISC043349;F.A.Mendonça;3992;17/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, montes Chiluvo;-19,2422228;34,0697231;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus migeodii;Exell;;
LISC043350;F.A.Mendonça;3992;17/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, montes Chiluvo;-19,2422228;34,0697231;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus migeodii;Exell;;
LISC043351;F.A.Mendonça;4032;23/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, Serração de Muda, margens do rio Mucúzi.;-19,303833;34,029898;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus migeodii;Exell;;
LISC043352;J.G.Garcia;740;26/03/1948;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery, monte Chizombero.;-19,0680561;33,4899979;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043353;J.G.Garcia;740;26/03/1948;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery, monte Chizombero.;-19,0680561;33,4899979;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043354;A.R.Torre;6502;24/04/1944;1;Mozambique;Província de Maputo;Boane;Entre Umbeluzi e Moamba.;-25,813205;32,314955;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043355;A.R.Torre;6502;24/04/1944;1;Mozambique;Província de Maputo;Boane;Entre Umbeluzi e Moamba.;-25,813205;32,314955;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043356;A.R.Torre;1913;26/10/1940;1;Mozambique;Província de Maputo;Matutuíne;Maputo, arredores de Catuane;-26,836389;32,284444;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043357;A.R.Torre;1857;24/10/1940;1;Mozambique;Província de Maputo;Namaacha;Maputo, Estação C. F. de Goba.;-26,196958;32,144414;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043358;F.A.Mendonça;3449;22/12/1944;1;Mozambique;Província de Maputo;Namaacha;Maputo, Goba.;-26,247184;32,094676;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043359;F.A.Mendonça;3036;22/11/1944;1;Mozambique;Província de Maputo;Namaacha;Maputo, Goba.;-26,247184;32,094676;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043360;F.A.Mendonça;1819;23/08/1944;1;Mozambique;Província de Maputo;Namaacha;Maputo, Fonte de Goba.;-26,1997213;32,1516864;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043361;F.A.Mendonça;1691;07/12/1942;1;Mozambique;Província de Maputo;Namaacha;Namaacha;-25,9564064;32,0356825;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043362;F.A.Mendonça;1691;07/12/1942;1;Mozambique;Província de Maputo;Namaacha;Namaacha;-25,9564064;32,0356825;Herbário;M.F.Pinto Basto;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus ovalifolius;(Forssk.) Vahl;;
LISC043365;F.A.Mendonça;2880;16/09/1944;1;Mozambique;Província de Maputo;;Entre Umbelúzi e Catuane.;-26,164155;32,369454;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus aristivalvis;Garcke;;
LISC043366;F.A.Mendonça;2880;16/09/1944;1;Mozambique;Província de Maputo;;Entre Umbelúzi e Catuane.;-26,164155;32,369454;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus aristivalvis;Garcke;;
LISC043367;F.A.Mendonça;4266;15/05/1948;1;Mozambique;Tete;Cidade de Tete;Matunde, em frente a Tete.;-16,146446;33,599033;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus panduriformis;Burm.f.;;
LISC043368;A.R.Torre;1254;15/02/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043369;A.R.Torre;1385;04/1934;2;Mozambique;Nampula;;Entre Nampula, Nametil, Meconta e Ribaué;-15,218401;39,169401;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;guill. & Perr.;;
LISC043370;A.R.Torre;4911;11/03/1943;1;Mozambique;Zambezia;;Entre Milange e Mocuba;-16,467918;36,383049;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;guill. & Perr.;;
LISc043371;J.G.Garcia ;490;03/03/1948;1;Moçambique;Manica;Manica;Chimoio, base da serra de Garuso.;-18,9450006;33,1511078;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;guill. & Perr.;;
LISC043372;F.A.Mendonça ;4059;26/04/1948;1;Mozambique;Manica;Manica;Chimoio, Garuso, estação do C. F.;-18,973364;33,170819;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;guill. & Perr.;;
LISC043373;A.R.Torre;3155;22/07/1941;1;Mozambique;Manica;Gondola;Chimoio. Arredores de Amatongas.;-19,1686106;33,7602806;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043374;A.R.Torre;4028;28/04/1942;1;Mozambique;Sofala;;Entre Beira e Inhaminga.;-19,273234;34,677925;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043375; A.R. Torre;4028;28/04/1942;1;Mozambique;Sofala;;Entre Beira e Inhaminga.;-19,273234;34,677925;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043376;A.R.Torre;2761;27/05/1941;1;Mozambique;Inhambane;Govuro;Govuro, Mambone. Margens do rio Save.;-20,9880552;35,0222225;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043377;A.R.Torre;2761;27/05/1941;1;Mozambique;Inhambane;Govuro;Govuro, Mambone. Margens do rio Save.;-20,9880552;35,0222225;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus physaloides;Guill. & Perr.;;
LISC043378;A.R.Torre ;4089;07/05/1942;1;Mozambique;Sofala;;Entre Inhamitanga e Lacerdónia;-18,117882;35,361474;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus platycalyx;Mast.;;
LISC043379;F.A.Mendonça;126;03/09/1942;1;Mozambique;Sofala;Chibabava;Buzi, Quicuaxa, morro Machimeja;-19,859167;34,046944;Herbário;;;#N/A;#N/A;#N/A;#N/A;#N/A;;;;
LISC043380;F.A.Mendonça;1462;19/11/1942;1;Mozambique;Sofala;Cheringoma;Inhaminga, grutas.;-18,571667;34,879167;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus praeteritus;R.A.Dyer;;
LISC043381;A.R.Torre;3808;11/11/1941;1;Mozambique;Sofala;Búzi;Buzi, Grudge. Margens do rio Buzi.;-19,8083324;34,0163898;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus praeteritus;R.A.Dyer;;
LISC043382;A.R.Torre;4111;08/05/1942;1;Mozambique;Sofala;Marromeu;Marromeu, Lacerdónia. Margens pedregosas do rio Zambeze.;-18,021338;35,585744;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus praeteritus;R.A.Dyer;;
LISC043383;F.A.Mendonça;3007;21/11/1944;1;Mozambique;Província de Maputo;Namaacha;Maputo, entre Catuane e Changalane.;-26,342444;32,275883;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus pusillus;Thunb.;;
LISC043384;F.A.Mendonça;516;29/09/1942;1;Mozambique;Tete;Macanga;Entre Furancungo e Vila Coutinho.;-14,754509;33,647443;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043385;F.A.Mendonça;4196;12/05/1948;1;Mozambique;Tete;Angónia;Angónia, margem do rio Máuè;-14,843494;34,295304;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043386;F.A.Mendonça;699;09/10/1942;1;Mozambique;Niassa;Lichinga;Entre Vila Cabral e Litunde.;-13,341649;35,271661;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043387;F.A.Mendonça;700;09/10/1942;1;Mozambique;Niassa;Lichinga;Entre Vila Cabral e Litunde.;-13,341649;35,271661;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043388;F.A.Mendonça;700;09/10/1942;1;Mozambique;Niassa;Lichinga;Entre Vila Cabral e Litunde.;-13,341649;35,271661;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043389;A.R.Torre;563;1934;3;Mozambique;Niassa;Cidade de Lichinga;Vila Cabral, Vila Cabral;-13,3127785;35,2405567;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus rhodanthus;Gürke;;
LISC043390;F.A.Mendonça ;1590;03/12/1942;1;Mozambique;Gaza;Mandlakaze;"Muchopes, mata de ""MUCRUSSE"" de Santos Gil.";-24,489762;33,973972;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043391;A.R.Torre;2296;10/12/1940;1;Mozambique;Gaza;Cidade de Xai-Xai;Entre Vila João Belo e a praia.;-25,079823;33,682817;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043392;A.R.Torre;6609;10/05/1944;1;Mozambique;Gaza;Guijá;Guijá, entre Caniçado e Nalazi.;-24,273335;33,170408;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043393; A.R. Torre;6609;10/05/1944;1;Mozambique;Gaza;Guijá;Guijá, entre Caniçado e Nalazi.;-24,273335;33,170408;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043394;A.R.Torre;3867;20/11/1941;1;Mozambique;Inhambane;Zavala;Zavala, entre Quissico e Zandamela;-24,732877;34,489716;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043395;A.R.Torre;3867;20/11/1941;1;Mozambique;Inhambane;Zavala;Zavala, entre Quissico e Zandamela;-24,732877;34,489716;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043396;A.R.Torre;1763;12/10/1940;1;Mozambique;Província de Maputo;Boane;Região de Boane, junto à estrada.;-26,041667;32,3252773;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus schinzii;Gürke;;
LISC043397;J.G.Garcia;716;25/03/1948;1;Moçambique;Manica;Manica;Manica, serra de Vumba;-18,9900017;32,8816643;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus shirensis;Sprague & Hutch.;;
LISC043398;J.G.Garcia;716;25/03/1948;1;Moçambique;Manica;Manica;Manica, serra de Vumba;-18,9900017;32,8816643;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus shirensis;Sprague & Hutch.;;
LISC043399;A.R.Torre;812;19/03/1936;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus shirensis;Sprague & Hutch.;;
LISC043400;A.R.Torre;1332;04/03/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus shirensis;Sprague & Hutch.;;
LISC043401;A.R.Torre;432;08/01/1935;1;Mozambique;Niassa;Cidade de Lichinga;Vila Cabral, Vila Cabral;-13,3127785;35,2405567;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus shirensis;Sprague & Hutch.;;
LISC043402;A.R.Torre;1381;09/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043403;A.R.Torre;1381;09/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043404;F.A.Mendonça;2086;19/09/1944;1;Mozambique;Zambezia;Gúruè;Serra do Gúruè, Marrequelo.;-15,2336121;37,2266674;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043405;A.R.Torre ;1477;27/05/1937;1;Mozambique;Zambezia;;De Alto de Molocué a Gurué, estrada do Gurué;-15,506881;37,334298;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043406;A.R.Torre;5112;07/04/1943;1;Mozambique;Zambezia;Gúruè;Serra do Gúruè.;-15,374166;37,040556;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043407;A.R.Torre;5112;07/04/1943;1;Mozambique;Zambezia;Gúruè;Serra do Gúruè.;-15,374166;37,040556;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043408;A.R.Torre;5722;31/07/1943;1;Mozambique;Zambezia;Maganja da Costa;Maganja da Costa;-17,311111;37,514722;Herbário;A.R.Torre;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043409;F.A.Mendonça;4362;24/05/1948;1;Mozambique;Sofala;Cheringoma;Cheringoma, Inhaminga, Serração Florestas Africanas.;-18,2188902;35,159996;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043410;A.R.Torre;4029;29/04/1942;1;Mozambique;Sofala;;Entre Beira e Inhaminga.;-19,273234;34,677925;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus surattensis;L.;;
LISC043411;A.R.Torre;1550;02/05/1937;1;Mozambique;Nampula;Mossuril;Mossuril, Mossuril;-14,9677792;40,6638889;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043412;A.R.Torre;1550;02/05/1937;1;Mozambique;Nampula;Mossuril;Mossuril, Mossuril;-14,9677792;40,6638889;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043413;F.A.Mendonça;170;08/09/1942;1;Mozambique;Sofala;;Dondo, Vila Machado, margem do Púnguè, próx. do batelão.;-19,566578;34,530542;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043414;A.R.Torre;1588;30/10/1938;1;Mozambique;Inhambane;Cidade de Inhambane;Inhambane, Inhambane;-23,8650017;35,383333;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043415;F.A.Mendonça;2893;17/11/1944;1;Mozambique;Província de Maputo;Matutuíne;Margens do rio Maputo, em frente de Salamanga.;-26,4752779;32,6483326;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043416;F.A.Mendonça;2893;17/11/1944;1;Mozambique;Província de Maputo;Matutuíne;Margens do rio Maputo, em frente de Salamanga.;-26,4752779;32,6483326;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043417;F.A.Mendonça;3420;15/12/1944;1;Mozambique;Província de Maputo;Marracuene;Marracuene, Vila Luisa, margens do Incomati, próx. da foz.;-25,797503;32,703167;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043418;A.R.Torre;2147;21/11/1940;1;Mozambique;Província de Maputo;Matutuíne;Maputo, Salamanga. Margens do rio Maputo.;-26,4752779;32,6483326;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Talipariti;Hibiscus tiliaceus;L.;;
LISC043419;F.A.Mendonça;2798;07/11/1944;1;Mozambique;Província de Maputo;Manhiça;Magude, Xinavane.;-25,061534;32,851523;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus trionum;L.;;
LISC043420;A.R.Torre;6527;29/04/1944;1;Mozambique;Província de Maputo;Moamba;Sabie, Moamba. Margens do rio Incomati.;-25,5961103;32,2433357;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus trionum;L.;;
LISC043421;A.R.Torre;6527;29/04/1944;1;Mozambique;Província de Maputo;Moamba;Sabie, Moamba. Margens do rio Incomati.;-25,5961103;32,2433357;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus trionum;L.;;
LISC043422;F.A.Mendonça;1566;02/12/1942;1;Mozambique;Gaza;;Entre Caniçado e Chaimite.;-24,576658;33,164541;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043423;F.A.Mendonça;3118;29/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, entre Mavabaze e Mahel.;-24,88936;32,482189;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043424;A.R.Torre;1758;12/10/1940;1;Mozambique;Província de Maputo;Boane;Maputo, Umbeluzi.;-26,0283327;32,3899994;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043425;F.A.Mendonça;4271;16/05/1948;1;Mozambique;Tete;Moatize;Benga;-16,1813898;33,627779;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043426;J.G.Garcia;955;21/04/1948;1;Moçambique;Sofala;Nhamatanda;Vila Machado, serração de Siluvo.;-19,175392;34,048724;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043427;F.A.Mendonça;221;13/09/1942;1;Mozambique;Sofala;Gorongosa;Gorongoza, entre Inhaminga e Vila Paiva.;-18,558474;34,554064;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043428;F.A.Mendonça;3917;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base dos montes Chiluvo;-19,2422228;34,0697231;Herbário;A.W.Exell;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043429;F.A.Mendonça;3917;15/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, base dos montes Chiluvo;-19,2422228;34,0697231;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Hibiscus;Hibiscus vitifolius subsp. vulgaris;L.;Brenan & Exell;
LISC043430;A.R.Torre;6056;18/10/1943;1;Mozambique;Tete;Angónia;Angonia, monte Domuè;-14,4759045;34,222927;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia meyeri;Mast.;;
LISC043431;F.A.Mendonça;2103;19/09/1944;1;Mozambique;Zambezia;Gúruè;Gúruè, alto da serra do Gúruè;-15,374166;37,040556;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043432;F.A.Mendonça;2103;19/09/1944;1;Mozambique;Zambezia;Gúruè;Gúruè, alto da serra do Gúruè;-15,374166;37,040556;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043433;A.R.Torre;4540;07/08/1942;1;Mozambique;Zambezia;Morrumbala;Massingire. Serra da Morrumbala.;-17,479124;35,381718;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043434;A.R.Torre;4540;07/08/1942;1;Mozambique;Zambezia;Morrumbala;Massingire. Serra da Morrumbala.;-17,479124;35,381718;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043435;F.A.Mendonça;2404;09/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongosa, Gogogo.;-18,4288902;34,0383339;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043436;F.A.Mendonça;2404;09/10/1944;1;Mozambique;Sofala;Gorongosa;Gorongosa, Gogogo.;-18,4288902;34,0383339;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia columella;Cav.;;
LISC043437;A.R.Torre;2529;26/01/1941;1;Mozambique;Gaza;Mandlakaze;Muchopes. Região de Manjacaze.;-24,7116671;33,8827744;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia fruticulosa;Ulbr.;;
LISC043438;F.A.Mendonça;1085;27/10/1942;1;Mozambique;Cabo Delgado;Cidade de Pemba;Porto Amélia, entre Porto Amélia e a Missão de S. Paulo.;-13,01262;40,531991;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia discolor;Ulbr.;;
LISC043439;F.A.Mendonça;1085;27/10/1942;1;Mozambique;Cabo Delgado;Cidade de Pemba;Porto Amélia, entre Porto Amélia e a Missão de S. Paulo.;-13,01262;40,531991;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia discolor;Ulbr.;;
LISC043440;A.R.Torre;1429;17/05/1937;1;Mozambique;Nampula;Memba;Memba, de Memba a Nacala, estrada de Nacala;-14,378251;40,518872;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia fruticulosa;Ulbr.;;
LISC043441;A.R.Torre;6805;25/07/1944;1;Mozambique;Gaza;Mandlakaze;Muchopes, Região de Manjacaze.;-24,489762;33,973972;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia fruticulosa;Ulbr.;;
LISC043442;A.R.Torre;6805;25/07/1944;1;Mozambique;Gaza;Mandlakaze;Muchopes, Região de Manjacaze.;-24,489762;33,973972;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia fruticulosa;Ulbr.;;
LISC043443;F.A.Mendonça;4462;02/06/1948;1;Mozambique;Manica;Manica;Chimoio, serra de Garuso, margens do rio Dopodzi, junto da ponte do caminho da serra;-18,989051;33,152803;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia urens;Cav.;;
LISC043444;F.A.Mendonça;4462;02/06/1948;1;Mozambique;Manica;Manica;Chimoio, serra de Garuso, margens do rio Dopodzi, junto da ponte do caminho da serra;-18,989051;33,152803;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Pavonia;Pavonia urens;Cav.;;
